vehicle_id,bin_id,area,timestamp,route_sequence,distance_km,fuel_consumption_liters,route_efficiency_score
VH003,KUK_004,Kukatpally,2025-04-17,1,7.02,1.76,75.17
VH002,KUK_004,Kukatpally,2025-08-23,5,14.5,3.62,51.58
VH004,KUK_004,Kukatpally,2026-06-27,4,13.77,3.44,53.88
VH001,KUK_004,Kukatpally,2024-07-14,3,4.55,1.14,82.96
VH003,KUK_004,Kukatpally,2024-07-29,1,2.9,0.72,88.16
VH002,KUK_004,Kukatpally,2024-08-27,2,3.31,0.83,86.87
VH002,KUK_004,Kukatpally,2025-09-01,5,2.24,0.56,90.25
VH001,KUK_004,Kukatpally,2026-06-04,3,3.23,0.81,87.12
VH003,KUK_004,Kukatpally,2026-03-31,2,10.88,2.72,62.99
VH003,KUK_004,Kukatpally,2024-12-17,3,2.93,0.73,88.07
VH004,KUK_004,Kukatpally,2025-06-19,1,6.15,1.54,77.92
VH002,KUK_004,Kukatpally,2024-05-10,4,12.98,3.24,56.37
VH004,KUK_004,Kukatpally,2026-12-05,3,2.3,0.57,90.05
VH003,KUK_004,Kukatpally,2025-04-18,1,12.59,3.15,57.6
VH004,KUK_004,Kukatpally,2026-03-16,1,5.66,1.42,79.45
VH004,KUK_004,Kukatpally,2026-07-13,3,3.54,0.88,86.15
VH004,KUK_004,Kukatpally,2025-07-15,4,11.06,2.76,62.43
VH004,KUK_004,Kukatpally,2026-01-18,5,10.18,2.54,65.21
VH004,KUK_004,Kukatpally,2025-04-19,2,13.41,3.35,55.02
VH002,KUK_004,Kukatpally,2025-09-26,3,11.56,2.89,60.85
VH002,KUK_004,Kukatpally,2025-08-01,2,12.45,3.11,58.05
VH003,KUK_004,Kukatpally,2025-01-04,3,5.67,1.42,79.43
VH001,KUK_004,Kukatpally,2026-03-02,2,4.31,1.08,83.72
VH003,KUK_004,Kukatpally,2024-05-28,5,11.76,2.94,60.22
VH003,KUK_004,Kukatpally,2026-11-25,1,12.49,3.12,57.92
VH004,KUK_004,Kukatpally,2024-03-23,1,14.88,3.72,50.38
VH002,KUK_004,Kukatpally,2025-01-12,4,7.36,1.84,74.09
VH003,KUK_004,Kukatpally,2026-06-15,3,6.84,1.71,75.74
VH003,KUK_004,Kukatpally,2026-01-14,2,12.09,3.02,59.17
VH003,KUK_004,Kukatpally,2026-09-26,4,6.43,1.61,77.03
VH001,KUK_004,Kukatpally,2026-03-26,4,14.1,3.52,52.84
VH002,KUK_004,Kukatpally,2024-02-22,4,13.16,3.29,55.8
VH001,KUK_004,Kukatpally,2024-07-15,5,7.58,1.9,73.41
VH003,KUK_004,Kukatpally,2025-09-06,1,11.76,2.94,60.22
VH003,KUK_004,Kukatpally,2025-11-05,2,11.81,2.95,60.06
VH004,KUK_005,Kukatpally,2026-09-18,3,3.34,0.84,86.77
VH002,KUK_005,Kukatpally,2024-11-25,2,13.73,3.43,54.0
VH002,KUK_005,Kukatpally,2025-06-20,2,8.57,2.14,70.28
VH004,KUK_005,Kukatpally,2026-09-23,1,12.74,3.18,57.12
VH004,KUK_005,Kukatpally,2024-11-18,5,6.16,1.54,77.88
VH001,KUK_005,Kukatpally,2026-04-25,1,13.64,3.41,54.29
VH002,KUK_005,Kukatpally,2024-08-27,4,7.06,1.76,75.04
VH001,KUK_005,Kukatpally,2026-09-17,1,2.14,0.54,90.56
VH001,KUK_005,Kukatpally,2024-12-14,4,13.77,3.44,53.88
VH003,KUK_005,Kukatpally,2024-01-23,3,3.19,0.8,87.25
VH003,KUK_005,Kukatpally,2026-10-19,2,6.15,1.54,77.91
VH001,KUK_005,Kukatpally,2026-02-25,4,14.35,3.59,52.05
VH004,KUK_005,Kukatpally,2026-06-06,3,14.36,3.59,52.02
VH004,KUK_005,Kukatpally,2025-01-01,5,9.45,2.36,67.5
VH003,KUK_005,Kukatpally,2026-02-28,1,10.21,2.55,65.1
VH002,KUK_005,Kukatpally,2026-02-26,1,7.83,1.96,72.61
VH002,KUK_005,Kukatpally,2024-11-02,1,5.81,1.45,78.98
VH003,KUK_005,Kukatpally,2026-12-20,5,6.27,1.57,77.53
VH001,KUK_005,Kukatpally,2025-10-08,4,10.74,2.68,63.43
VH002,KUK_005,Kukatpally,2025-08-01,5,11.78,2.94,60.15
VH002,KUK_005,Kukatpally,2025-05-23,3,12.29,3.07,58.55
VH003,KUK_005,Kukatpally,2025-08-24,2,12.27,3.07,58.62
VH002,KUK_005,Kukatpally,2025-06-25,2,3.19,0.8,87.25
VH001,KUK_005,Kukatpally,2026-02-07,1,8.43,2.11,70.72
VH001,KUK_005,Kukatpally,2024-12-29,1,2.75,0.69,88.64
VH002,KUK_005,Kukatpally,2025-04-13,5,9.14,2.28,68.48
VH004,KUK_005,Kukatpally,2025-10-09,5,7.74,1.94,72.9
VH003,KUK_005,Kukatpally,2024-03-18,4,13.54,3.38,54.6
VH001,KUK_005,Kukatpally,2026-03-12,3,6.56,1.64,76.62
VH002,KUK_005,Kukatpally,2026-06-08,1,3.52,0.88,86.2
VH004,KUK_005,Kukatpally,2024-05-27,4,3.86,0.96,85.14
VH001,KUK_005,Kukatpally,2026-04-10,1,11.9,2.98,59.78
VH003,KUK_005,Kukatpally,2026-05-15,5,10.04,2.51,65.65
VH004,KUK_005,Kukatpally,2024-08-25,2,3.31,0.83,86.86
VH004,KUK_005,Kukatpally,2024-11-16,1,3.09,0.77,87.56
VH003,KUK_005,Kukatpally,2024-08-26,4,11.11,2.78,62.27
VH004,KUK_005,Kukatpally,2024-02-05,1,2.95,0.74,88.01
VH002,KUK_005,Kukatpally,2025-12-03,2,12.68,3.17,57.31
VH003,KUK_005,Kukatpally,2024-10-19,2,11.18,2.8,62.05
VH001,KUK_005,Kukatpally,2025-04-06,5,3.06,0.76,87.66
VH003,KUK_005,Kukatpally,2025-06-26,2,3.1,0.78,87.53
VH002,KUK_005,Kukatpally,2026-09-05,2,14.83,3.71,50.54
VH001,KUK_005,Kukatpally,2025-07-24,1,6.87,1.72,75.65
VH004,KUK_005,Kukatpally,2025-07-24,4,6.82,1.7,75.8
VH003,KUK_005,Kukatpally,2024-06-26,1,12.57,3.14,57.67
VH003,KUK_005,Kukatpally,2024-12-16,1,14.31,3.58,52.17
VH001,KUK_005,Kukatpally,2024-02-24,5,14.82,3.7,50.57
VH003,KUK_005,Kukatpally,2025-07-30,1,11.79,2.95,60.12
VH001,KUK_005,Kukatpally,2026-02-10,1,6.89,1.72,75.58
VH004,KUK_005,Kukatpally,2025-03-27,2,3.09,0.77,87.57
VH001,KUK_005,Kukatpally,2024-01-26,5,12.1,3.02,59.14
VH003,KUK_005,Kukatpally,2026-10-07,5,9.26,2.32,68.1
VH003,KUK_005,Kukatpally,2026-08-02,4,7.51,1.88,73.62
VH004,KUK_005,Kukatpally,2026-03-22,3,13.78,3.44,53.84
VH001,KUK_005,Kukatpally,2024-01-25,1,3.45,0.86,86.43
VH002,KUK_005,Kukatpally,2026-05-26,2,8.4,2.1,70.81
VH002,KUK_005,Kukatpally,2024-12-01,3,2.15,0.54,90.53
VH001,KUK_005,Kukatpally,2025-12-11,5,8.09,2.02,71.79
VH004,KUK_005,Kukatpally,2024-02-22,3,2.73,0.68,88.7
VH004,KUK_005,Kukatpally,2025-10-31,5,3.54,0.88,86.14
VH004,KUK_005,Kukatpally,2025-03-22,1,3.53,0.88,86.18
VH002,KUK_005,Kukatpally,2026-03-02,5,10.44,2.61,64.38
VH001,KUK_005,Kukatpally,2025-10-19,4,11.7,2.92,60.41
VH002,KUK_005,Kukatpally,2025-03-25,3,9.58,2.4,67.09
VH002,KUK_005,Kukatpally,2024-11-10,1,14.51,3.63,51.55
VH002,KUK_005,Kukatpally,2026-07-09,5,6.87,1.72,75.64
VH003,KUK_005,Kukatpally,2025-06-07,3,5.71,1.43,79.29
VH001,KUK_005,Kukatpally,2026-12-30,1,13.29,3.32,55.39
VH001,KUK_005,Kukatpally,2024-06-24,4,4.91,1.23,81.83
VH003,KUK_005,Kukatpally,2024-01-17,2,14.52,3.63,51.51
VH002,KUK_005,Kukatpally,2025-10-29,3,2.16,0.54,90.5
VH004,KUK_005,Kukatpally,2025-05-14,3,14.61,3.65,51.23
VH002,KUK_005,Kukatpally,2026-10-24,2,2.56,0.64,89.23
VH002,KUK_005,Kukatpally,2025-08-13,1,13.58,3.4,54.47
VH003,KUK_005,Kukatpally,2025-12-18,2,8.86,2.22,69.36
VH003,KUK_005,Kukatpally,2024-01-02,4,14.91,3.73,50.29
VH002,KUK_005,Kukatpally,2025-02-17,3,2.96,0.74,87.97
VH001,KUK_005,Kukatpally,2026-12-27,1,9.2,2.3,68.29
VH003,KUK_005,Kukatpally,2026-05-23,2,14.6,3.65,51.26
VH003,KUK_005,Kukatpally,2025-10-28,2,8.8,2.2,69.55
VH004,KUK_005,Kukatpally,2024-11-06,4,10.18,2.54,65.2
VH003,KUK_005,Kukatpally,2024-11-14,1,11.04,2.76,62.48
VH003,KUK_005,Kukatpally,2025-04-18,1,7.91,1.98,72.36
VH002,KUK_005,Kukatpally,2025-12-04,4,10.16,2.54,65.27
VH003,KUK_005,Kukatpally,2024-08-10,4,9.6,2.4,67.04
VH003,KUK_005,Kukatpally,2025-10-23,2,13.72,3.43,54.04
VH001,KUK_005,Kukatpally,2025-08-19,4,2.59,0.65,89.14
VH001,KUK_005,Kukatpally,2024-08-09,2,5.65,1.41,79.49
VH002,KUK_005,Kukatpally,2025-06-02,1,14.36,3.59,52.02
VH003,KUK_005,Kukatpally,2026-11-20,4,13.57,3.39,54.51
VH004,KUK_005,Kukatpally,2025-04-20,2,7.92,1.98,72.33
VH003,KUK_005,Kukatpally,2024-06-22,2,10.06,2.52,65.58
VH003,KUK_005,Kukatpally,2026-05-01,2,5.61,1.4,79.62
VH001,KUK_005,Kukatpally,2024-02-10,2,4.45,1.11,83.28
VH001,KUK_005,Kukatpally,2024-06-21,1,8.03,2.01,71.98
VH001,KUK_005,Kukatpally,2025-02-05,4,6.59,1.65,76.52
VH004,KUK_005,Kukatpally,2026-07-12,5,9.59,2.4,67.07
VH003,KUK_005,Kukatpally,2026-09-21,3,3.01,0.75,87.81
VH003,KUK_005,Kukatpally,2025-08-25,3,14.67,3.67,51.04
VH003,KUK_005,Kukatpally,2024-11-07,3,14.82,3.7,50.57
VH001,KUK_006,Kukatpally,2025-03-05,1,11.08,2.77,62.37
VH004,KUK_006,Kukatpally,2025-10-09,1,8.97,2.24,69.02
VH004,KUK_006,Kukatpally,2025-12-12,2,6.02,1.5,78.32
VH004,KUK_006,Kukatpally,2025-05-02,3,12.58,3.14,57.63
VH003,KUK_006,Kukatpally,2025-03-09,1,10.9,2.72,62.93
VH001,KUK_006,Kukatpally,2026-06-28,2,4.11,1.03,84.34
VH001,KUK_006,Kukatpally,2025-09-13,3,13.84,3.46,53.66
VH003,KUK_006,Kukatpally,2025-07-10,1,12.69,3.17,57.28
VH001,KUK_006,Kukatpally,2026-04-06,2,14.35,3.59,52.05
VH001,KUK_006,Kukatpally,2024-08-06,2,11.43,2.86,61.25
VH002,KUK_006,Kukatpally,2025-08-22,1,9.97,2.49,65.86
VH001,KUK_006,Kukatpally,2025-09-22,5,7.44,1.86,73.85
VH002,KUK_006,Kukatpally,2025-05-26,2,14.13,3.53,52.75
VH001,KUK_006,Kukatpally,2025-08-26,5,13.26,3.32,55.49
VH004,KUK_006,Kukatpally,2026-12-08,2,2.59,0.65,89.14
VH003,KUK_006,Kukatpally,2026-03-30,2,2.34,0.58,89.92
VH002,KUK_006,Kukatpally,2025-08-14,4,6.89,1.72,75.57
VH002,KUK_006,Kukatpally,2026-12-04,3,12.54,3.14,57.76
VH004,KUK_006,Kukatpally,2024-09-13,1,14.83,3.71,50.53
VH004,KUK_006,Kukatpally,2025-07-17,5,3.96,0.99,84.82
VH002,KUK_006,Kukatpally,2025-02-23,5,9.72,2.43,66.65
VH004,KUK_006,Kukatpally,2026-12-21,3,6.95,1.74,75.39
VH003,KUK_006,Kukatpally,2024-10-29,2,14.61,3.65,51.23
VH003,KUK_006,Kukatpally,2024-03-09,4,12.95,3.24,56.47
VH003,KUK_006,Kukatpally,2026-06-14,2,12.9,3.22,56.63
VH004,KUK_006,Kukatpally,2026-12-09,3,8.09,2.02,71.79
VH001,KUK_006,Kukatpally,2024-07-03,3,7.39,1.85,74.0
VH003,KUK_006,Kukatpally,2024-12-25,1,5.55,1.39,79.8
VH001,KUK_006,Kukatpally,2025-07-19,3,2.73,0.68,88.69
VH002,KUK_006,Kukatpally,2024-10-28,3,13.24,3.31,55.55
VH001,KUK_006,Kukatpally,2024-10-13,5,12.57,3.14,57.67
VH002,KUK_006,Kukatpally,2026-01-15,3,15.0,3.75,50.0
VH003,KUK_006,Kukatpally,2024-12-07,5,14.96,3.74,50.13
VH004,KUK_006,Kukatpally,2026-08-06,3,9.22,2.31,68.23
VH001,KUK_006,Kukatpally,2024-12-12,5,12.0,3.0,59.47
VH003,KUK_006,Kukatpally,2026-06-12,1,14.28,3.57,52.27
VH002,KUK_006,Kukatpally,2025-05-23,3,13.05,3.26,56.16
VH003,KUK_006,Kukatpally,2024-10-20,5,5.22,1.3,80.85
VH003,KUK_006,Kukatpally,2025-05-19,1,7.86,1.96,72.52
VH002,KUK_006,Kukatpally,2024-04-05,1,3.68,0.92,85.7
VH003,KUK_006,Kukatpally,2024-03-06,4,14.4,3.6,51.89
VH002,KUK_006,Kukatpally,2024-08-07,4,9.88,2.47,66.15
VH003,KUK_006,Kukatpally,2025-08-12,4,4.97,1.24,81.63
VH003,KUK_006,Kukatpally,2025-11-16,4,10.73,2.68,63.46
VH003,KUK_006,Kukatpally,2026-09-19,2,10.04,2.51,65.65
VH001,KUK_006,Kukatpally,2026-01-25,5,6.66,1.66,76.31
VH001,KUK_006,Kukatpally,2025-01-13,2,3.48,0.87,86.34
VH002,KUK_006,Kukatpally,2026-09-14,4,10.73,2.68,63.47
VH003,KUK_006,Kukatpally,2026-11-24,2,8.76,2.19,69.68
VH002,KUK_006,Kukatpally,2025-11-05,4,12.04,3.01,59.34
VH002,KUK_006,Kukatpally,2024-04-17,3,8.76,2.19,69.68
VH003,KUK_006,Kukatpally,2025-04-20,3,13.08,3.27,56.06
VH004,KUK_006,Kukatpally,2026-04-02,5,9.17,2.29,68.38
VH001,KUK_006,Kukatpally,2026-09-17,5,9.29,2.32,68.01
VH004,KUK_006,Kukatpally,2026-02-03,5,13.4,3.35,55.05
VH003,KUK_006,Kukatpally,2026-04-14,5,7.25,1.81,74.45
VH002,KUK_006,Kukatpally,2024-08-30,2,3.74,0.94,85.51
VH003,KUK_006,Kukatpally,2026-10-22,4,2.37,0.59,89.83
VH003,KUK_006,Kukatpally,2025-09-08,3,11.82,2.96,60.03
VH004,KUK_006,Kukatpally,2026-08-28,4,10.06,2.52,65.58
VH004,KUK_006,Kukatpally,2026-05-06,1,11.15,2.79,62.14
VH004,KUK_006,Kukatpally,2026-03-09,1,4.77,1.19,82.27
VH004,KUK_006,Kukatpally,2026-06-11,4,3.77,0.94,85.41
VH001,KUK_006,Kukatpally,2024-04-06,4,2.19,0.55,90.4
VH001,KUK_006,Kukatpally,2025-09-20,2,6.56,1.64,76.62
VH004,KUK_006,Kukatpally,2025-12-30,5,9.67,2.42,66.81
VH003,KUK_006,Kukatpally,2024-10-22,1,7.1,1.78,74.92
VH002,KUK_006,Kukatpally,2024-12-03,1,7.69,1.92,73.06
VH003,KUK_006,Kukatpally,2026-07-07,2,13.75,3.44,53.94
VH001,KUK_006,Kukatpally,2025-06-05,5,6.53,1.63,76.72
VH004,KUK_006,Kukatpally,2026-09-02,1,8.68,2.17,69.93
VH002,KUK_006,Kukatpally,2026-04-03,3,12.19,3.05,58.87
VH004,KUK_006,Kukatpally,2026-05-21,4,7.16,1.79,74.73
VH003,KUK_006,Kukatpally,2024-08-22,3,10.09,2.52,65.49
VH003,KUK_006,Kukatpally,2025-03-06,4,13.21,3.3,55.64
VH002,KUK_006,Kukatpally,2026-12-23,2,14.34,3.58,52.08
VH003,KUK_006,Kukatpally,2025-03-03,4,3.91,0.98,84.97
VH004,KUK_006,Kukatpally,2026-08-06,2,14.05,3.51,53.0
VH002,KUK_006,Kukatpally,2026-01-20,1,8.4,2.1,70.82
VH002,KUK_006,Kukatpally,2025-12-12,4,5.36,1.34,80.41
VH004,KUK_006,Kukatpally,2025-07-14,5,7.97,1.99,72.17
VH001,KUK_006,Kukatpally,2025-05-13,1,14.74,3.68,50.82
VH003,KUK_006,Kukatpally,2025-08-23,3,8.4,2.1,70.81
VH002,KUK_006,Kukatpally,2025-09-15,1,6.27,1.57,77.53
VH002,KUK_006,Kukatpally,2025-01-18,5,10.23,2.56,65.04
VH004,KUK_006,Kukatpally,2024-10-11,5,5.12,1.28,81.16
VH001,KUK_006,Kukatpally,2026-12-08,1,2.99,0.75,87.88
VH004,KUK_006,Kukatpally,2025-05-03,3,3.68,0.92,85.71
VH001,KUK_006,Kukatpally,2024-03-12,4,3.66,0.92,85.76
VH003,KUK_006,Kukatpally,2026-09-04,4,3.97,0.99,84.78
VH002,KUK_006,Kukatpally,2026-12-10,1,3.8,0.95,85.32
VH004,KUK_006,Kukatpally,2024-11-12,4,10.33,2.58,64.73
VH002,KUK_006,Kukatpally,2026-06-18,2,4.36,1.09,83.55
VH004,KUK_006,Kukatpally,2026-04-16,5,6.49,1.62,76.83
VH004,KUK_006,Kukatpally,2024-10-28,2,13.66,3.42,54.23
VH001,KUK_006,Kukatpally,2024-10-19,3,8.16,2.04,71.57
VH004,KUK_006,Kukatpally,2024-06-03,4,10.68,2.67,63.63
VH003,KUK_006,Kukatpally,2026-12-30,2,4.24,1.06,83.94
VH001,KUK_006,Kukatpally,2025-06-02,3,4.5,1.12,83.12
VH002,KUK_006,Kukatpally,2026-03-23,1,2.53,0.63,89.33
VH001,KUK_007,Kukatpally,2024-01-10,5,4.2,1.05,84.07
VH002,KUK_007,Kukatpally,2025-07-28,5,5.62,1.4,79.58
VH003,KUK_007,Kukatpally,2026-03-02,5,4.3,1.08,83.74
VH002,KUK_007,Kukatpally,2025-09-23,4,3.15,0.79,87.37
VH002,KUK_007,Kukatpally,2026-04-06,4,3.57,0.89,86.05
VH002,KUK_007,Kukatpally,2024-09-15,5,7.99,2.0,72.11
VH003,KUK_007,Kukatpally,2025-11-15,1,4.68,1.17,82.54
VH003,KUK_007,Kukatpally,2024-12-06,3,6.74,1.68,76.06
VH002,KUK_007,Kukatpally,2025-12-11,2,8.54,2.13,70.37
VH002,KUK_007,Kukatpally,2026-11-03,4,10.98,2.74,62.68
VH002,KUK_007,Kukatpally,2025-02-13,3,2.51,0.63,89.39
VH003,KUK_007,Kukatpally,2026-03-10,3,12.39,3.1,58.23
VH002,KUK_007,Kukatpally,2025-08-02,4,10.16,2.54,65.26
VH001,KUK_007,Kukatpally,2024-06-11,4,3.06,0.76,87.65
VH004,KUK_007,Kukatpally,2025-09-27,4,13.36,3.34,55.18
VH004,KUK_007,Kukatpally,2026-02-15,2,13.97,3.49,53.25
VH002,KUK_007,Kukatpally,2025-05-10,3,2.79,0.7,88.5
VH003,KUK_007,Kukatpally,2024-11-14,5,5.6,1.4,79.65
VH002,KUK_007,Kukatpally,2024-09-13,5,12.48,3.12,57.95
VH001,KUK_007,Kukatpally,2024-10-16,3,11.73,2.93,60.32
VH001,KUK_007,Kukatpally,2024-04-21,4,4.4,1.1,83.43
VH004,KUK_007,Kukatpally,2025-08-29,2,4.72,1.18,82.42
VH002,KUK_007,Kukatpally,2024-10-19,4,6.82,1.7,75.8
VH001,KUK_007,Kukatpally,2026-02-18,4,8.3,2.08,71.13
VH003,KUK_007,Kukatpally,2025-02-24,5,10.04,2.51,65.65
VH002,KUK_007,Kukatpally,2024-07-01,2,6.8,1.7,75.87
VH002,KUK_007,Kukatpally,2026-05-25,4,8.01,2.0,72.04
VH003,KUK_007,Kukatpally,2026-08-24,5,11.72,2.93,60.35
VH002,KUK_007,Kukatpally,2026-06-02,2,2.48,0.62,89.49
VH003,KUK_007,Kukatpally,2026-12-05,1,5.28,1.32,80.65
VH002,KUK_007,Kukatpally,2025-11-22,1,11.27,2.82,61.76
VH002,KUK_007,Kukatpally,2026-03-01,5,13.64,3.41,54.29
VH004,KUK_007,Kukatpally,2025-03-23,4,8.65,2.16,70.02
VH001,KUK_007,Kukatpally,2026-11-04,1,8.92,2.23,69.18
VH002,KUK_007,Kukatpally,2026-04-16,1,3.39,0.85,86.61
VH003,KUK_007,Kukatpally,2024-07-20,1,7.82,1.96,72.65
VH004,KUK_007,Kukatpally,2026-09-01,4,8.92,2.23,69.17
VH002,KUK_007,Kukatpally,2025-12-10,1,5.15,1.29,81.06
VH004,KUK_007,Kukatpally,2024-02-13,2,5.5,1.38,79.96
VH002,KUK_007,Kukatpally,2025-11-04,1,6.9,1.72,75.54
VH004,KUK_007,Kukatpally,2026-03-23,3,2.26,0.56,90.18
VH001,KUK_007,Kukatpally,2024-04-08,5,6.19,1.55,77.79
VH001,KUK_007,Kukatpally,2024-04-28,2,4.75,1.19,82.33
VH001,KUK_007,Kukatpally,2026-03-13,1,6.26,1.56,77.57
VH001,KUK_007,Kukatpally,2024-02-06,3,3.56,0.89,86.08
VH004,KUK_007,Kukatpally,2026-03-20,5,13.58,3.4,54.48
VH003,KUK_007,Kukatpally,2024-05-06,1,9.72,2.43,66.66
VH001,KUK_007,Kukatpally,2025-09-09,3,10.83,2.71,63.15
VH004,KUK_007,Kukatpally,2025-10-25,4,12.26,3.06,58.64
VH002,KUK_007,Kukatpally,2025-09-07,1,8.48,2.12,70.56
VH002,KUK_007,Kukatpally,2026-10-25,3,3.13,0.78,87.44
VH004,KUK_007,Kukatpally,2026-04-11,2,8.98,2.24,68.98
VH001,KUK_007,Kukatpally,2024-07-13,1,9.63,2.41,66.94
VH003,KUK_007,Kukatpally,2024-11-23,4,11.69,2.92,60.44
VH001,KUK_007,Kukatpally,2026-10-09,5,7.61,1.9,73.31
VH003,KUK_007,Kukatpally,2024-11-10,1,3.66,0.92,85.77
VH003,KUK_007,Kukatpally,2025-12-27,2,5.69,1.42,79.36
VH002,KUK_007,Kukatpally,2026-10-17,4,6.72,1.68,76.11
VH004,KUK_007,Kukatpally,2024-10-24,1,10.4,2.6,64.51
VH002,KUK_007,Kukatpally,2024-06-03,5,9.42,2.36,67.6
VH001,KUK_007,Kukatpally,2024-09-01,5,6.63,1.66,76.4
VH004,KUK_007,Kukatpally,2025-06-16,4,14.82,3.7,50.56
VH001,KUK_007,Kukatpally,2024-06-07,2,9.88,2.47,66.15
VH003,KUK_007,Kukatpally,2025-02-05,1,5.08,1.27,81.28
VH002,KUK_007,Kukatpally,2025-05-29,2,3.32,0.83,86.83
VH004,KUK_007,Kukatpally,2025-04-12,5,3.99,1.0,84.73
VH003,KUK_007,Kukatpally,2026-12-09,2,5.2,1.3,80.91
VH003,KUK_007,Kukatpally,2026-09-15,5,4.09,1.02,84.41
VH002,KUK_007,Kukatpally,2026-07-07,2,4.43,1.11,83.34
VH003,KUK_007,Kukatpally,2025-06-25,4,5.71,1.43,79.3
VH003,KUK_007,Kukatpally,2025-10-16,3,4.25,1.06,83.9
VH002,KUK_007,Kukatpally,2024-07-08,1,13.66,3.42,54.23
VH001,KUK_007,Kukatpally,2025-09-21,2,3.04,0.76,87.72
VH004,KUK_007,Kukatpally,2026-04-04,5,8.82,2.2,69.49
VH002,KUK_007,Kukatpally,2024-05-01,4,7.34,1.84,74.16
VH001,KUK_007,Kukatpally,2024-12-14,3,14.77,3.69,50.72
VH004,KUK_007,Kukatpally,2026-04-27,2,3.46,0.86,86.4
VH003,KUK_007,Kukatpally,2025-09-06,5,7.17,1.79,74.69
VH004,KUK_007,Kukatpally,2025-11-02,3,14.6,3.65,51.26
VH002,KUK_007,Kukatpally,2024-03-13,2,13.25,3.31,55.52
VH003,KUK_007,Kukatpally,2026-08-25,3,12.62,3.16,57.5
VH001,KUK_007,Kukatpally,2024-08-16,1,5.35,1.34,80.43
VH001,KUK_007,Kukatpally,2025-03-09,4,4.22,1.06,84.0
VH002,KUK_007,Kukatpally,2025-03-15,2,10.69,2.67,63.59
VH002,KUK_007,Kukatpally,2026-07-07,5,14.08,3.52,52.9
VH001,KUK_007,Kukatpally,2025-07-10,1,9.24,2.31,68.17
VH004,KUK_007,Kukatpally,2026-08-26,4,9.43,2.36,67.57
VH003,KUK_007,Kukatpally,2024-07-25,5,5.64,1.41,79.52
VH004,KUK_007,Kukatpally,2024-09-11,5,12.0,3.0,59.46
VH002,KUK_007,Kukatpally,2025-01-21,1,4.43,1.11,83.33
VH003,KUK_007,Kukatpally,2026-05-17,1,6.21,1.55,77.72
VH001,KUK_007,Kukatpally,2025-10-14,4,7.53,1.88,73.56
VH004,KUK_007,Kukatpally,2026-01-06,2,8.6,2.15,70.19
VH004,KUK_007,Kukatpally,2024-01-02,2,5.15,1.29,81.06
VH004,KUK_007,Kukatpally,2024-08-24,3,3.49,0.87,86.3
VH001,KUK_007,Kukatpally,2025-07-23,3,9.94,2.48,65.96
VH004,KUK_007,Kukatpally,2024-06-11,2,5.75,1.44,79.17
VH003,KUK_007,Kukatpally,2024-05-30,5,9.56,2.39,67.16
VH003,KUK_007,Kukatpally,2024-05-26,5,4.01,1.0,84.66
VH002,KUK_007,Kukatpally,2024-06-15,2,8.25,2.06,71.28
VH004,KUK_008,Kukatpally,2026-07-20,3,8.92,2.23,69.17
VH004,KUK_008,Kukatpally,2024-01-12,1,2.67,0.67,88.88
VH001,KUK_008,Kukatpally,2024-04-03,4,6.38,1.6,77.19
VH004,KUK_008,Kukatpally,2026-02-28,4,3.75,0.94,85.48
VH004,KUK_008,Kukatpally,2025-10-19,1,2.82,0.7,88.41
VH002,KUK_008,Kukatpally,2025-12-23,4,14.87,3.72,50.41
VH004,KUK_008,Kukatpally,2026-12-17,4,6.19,1.55,77.78
VH003,KUK_008,Kukatpally,2024-09-04,3,12.53,3.13,57.79
VH001,KUK_008,Kukatpally,2024-06-28,4,5.31,1.33,80.56
VH004,KUK_008,Kukatpally,2026-12-15,4,10.86,2.72,63.06
VH004,KUK_008,Kukatpally,2024-06-23,4,11.88,2.97,59.84
VH003,KUK_008,Kukatpally,2026-03-26,3,9.74,2.44,66.59
VH004,KUK_008,Kukatpally,2025-06-30,4,8.13,2.03,71.67
VH003,KUK_008,Kukatpally,2024-08-26,1,7.35,1.84,74.12
VH004,KUK_008,Kukatpally,2025-06-12,4,6.54,1.64,76.69
VH001,KUK_008,Kukatpally,2024-05-12,3,14.08,3.52,52.9
VH003,KUK_008,Kukatpally,2025-07-15,4,12.8,3.2,56.94
VH001,KUK_008,Kukatpally,2025-12-17,3,14.55,3.64,51.42
VH004,KUK_008,Kukatpally,2024-10-11,2,3.62,0.9,85.9
VH003,KUK_008,Kukatpally,2025-09-02,1,11.5,2.88,61.04
VH003,KUK_008,Kukatpally,2024-12-07,3,14.2,3.55,52.52
VH002,KUK_008,Kukatpally,2026-02-28,2,4.36,1.09,83.56
VH004,KUK_008,Kukatpally,2025-11-22,1,2.86,0.72,88.28
VH004,KUK_008,Kukatpally,2025-09-11,5,11.63,2.91,60.62
VH002,KUK_008,Kukatpally,2026-01-20,3,9.47,2.37,67.44
VH001,KUK_008,Kukatpally,2024-12-01,1,12.94,3.24,56.49
VH001,KUK_008,Kukatpally,2026-04-21,3,3.82,0.96,85.26
VH002,KUK_008,Kukatpally,2024-07-31,4,12.34,3.08,58.39
VH003,KUK_008,Kukatpally,2024-03-05,3,4.62,1.16,82.74
VH003,KUK_008,Kukatpally,2026-06-21,4,4.13,1.03,84.29
VH001,KUK_008,Kukatpally,2026-01-10,4,4.14,1.03,84.26
VH002,KUK_008,Kukatpally,2025-07-07,3,12.59,3.15,57.6
